Degree,Actual,LOMAX,GLM Type-I,GLM Type-II,GLM Type-III,GLM Type-IV,,PowerLaw_Estimated,Pareto_Estimated,Lognornal_Estimated,PowerLaw_Cutoff_Estimated,Exponential_Estimated
4454,0,0.03214543,0.031324607,0.033041364,0.032354612,0.020442237,,0.027144624,0.027144624,3.15E-08,1.83E-25,1.13E-69
4455,0,0.032130252,0.031309833,0.033025801,0.03233929,0.020432136,,0.027132607,0.027132607,3.15E-08,1.80E-25,1.13E-69
4456,0,0.032115085,0.031295069,0.033010249,0.032323978,0.020422043,,0.027120597,0.027120597,3.14E-08,1.78E-25,1.13E-69
4457,0,0.032099928,0.031280316,0.032994708,0.032308677,0.020411957,,0.027108596,0.027108596,3.14E-08,1.76E-25,1.13E-69
4458,0,0.032084782,0.031265573,0.032979177,0.032293387,0.020401879,,0.027096603,0.027096603,3.13E-08,1.73E-25,1.13E-69
4459,0,0.032069647,0.031250841,0.032963658,0.032278108,0.020391807,,0.027084617,0.027084617,3.13E-08,1.71E-25,1.13E-69
4460,0,0.032054521,0.031236118,0.032948149,0.032262839,0.020381743,,0.02707264,0.02707264,3.13E-08,1.69E-25,1.13E-69
4461,0,0.032039407,0.031221406,0.03293265,0.032247581,0.020371687,,0.02706067,0.02706067,3.12E-08,1.67E-25,1.13E-69
4462,0,0.032024303,0.031206704,0.032917163,0.032232333,0.020361637,,0.027048709,0.027048709,3.12E-08,1.64E-25,1.13E-69
4463,0,0.032009209,0.031192012,0.032901686,0.032217096,0.020351594,,0.027036755,0.027036755,3.11E-08,1.62E-25,1.13E-69
4464,0,0.031994126,0.031177331,0.03288622,0.03220187,0.020341559,,0.02702481,0.02702481,3.11E-08,1.60E-25,1.13E-69
4465,0,0.031979053,0.031162659,0.032870765,0.032186654,0.020331531,,0.027012872,0.027012872,0.000000031,1.58E-25,1.13E-69
4466,0,0.031963991,0.031147998,0.032855321,0.032171449,0.02032151,,0.027000943,0.027000943,0.000000031,1.56E-25,1.13E-69
4467,0,0.03194894,0.031133347,0.032839887,0.032156254,0.020311496,,0.026989021,0.026989021,3.09E-08,1.54E-25,1.13E-69
4468,0,0.031933898,0.031118707,0.032824464,0.03214107,0.02030149,,0.026977107,0.026977107,3.09E-08,1.52E-25,1.13E-69
4469,0,0.031918868,0.031104076,0.032809052,0.032125897,0.020291491,,0.026965201,0.026965201,3.08E-08,1.50E-25,1.13E-69
4470,0,0.031903847,0.031089455,0.03279365,0.032110734,0.020281498,,0.026953303,0.026953303,3.08E-08,1.48E-25,1.13E-69
4471,0,0.031888837,0.031074845,0.032778259,0.032095582,0.020271513,,0.026941413,0.026941413,3.07E-08,1.46E-25,1.13E-69
4472,0,0.031873838,0.031060245,0.032762878,0.03208044,0.020261535,,0.026929531,0.026929531,3.07E-08,1.44E-25,1.13E-69
4473,0,0.031858849,0.031045655,0.032747509,0.032065309,0.020251565,,0.026917657,0.026917657,3.06E-08,1.42E-25,1.13E-69
4474,0,0.03184387,0.031031075,0.03273215,0.032050188,0.020241601,,0.026905791,0.026905791,3.06E-08,1.40E-25,1.13E-69
4475,0,0.031828902,0.031016505,0.032716801,0.032035078,0.020231645,,0.026893932,0.026893932,3.05E-08,1.38E-25,1.13E-69
4476,0,0.031813944,0.031001945,0.032701463,0.032019978,0.020221695,,0.026882082,0.026882082,3.05E-08,1.37E-25,1.13E-69
4477,0,0.031798996,0.030987396,0.032686136,0.032004889,0.020211753,,0.026870239,0.026870239,3.05E-08,1.35E-25,1.13E-69
4478,0,0.031784059,0.030972856,0.03267082,0.03198981,0.020201818,,0.026858404,0.026858404,3.04E-08,1.33E-25,1.13E-69
4479,0,0.031769132,0.030958326,0.032655514,0.031974742,0.02019189,,0.026846577,0.026846577,3.04E-08,1.31E-25,1.13E-69
4480,0,0.031754216,0.030943807,0.032640218,0.031959684,0.020181969,,0.026834758,0.026834758,3.03E-08,1.30E-25,1.13E-69
4481,0,0.031739309,0.030929298,0.032624933,0.031944636,0.020172055,,0.026822947,0.026822947,3.03E-08,1.28E-25,1.13E-69
4482,0,0.031724414,0.030914798,0.032609659,0.031929599,0.020162148,,0.026811143,0.026811143,3.02E-08,1.26E-25,1.13E-69
4483,0,0.031709528,0.030900309,0.032594395,0.031914573,0.020152248,,0.026799347,0.026799347,3.02E-08,1.25E-25,1.13E-69
4484,1,0.031694653,0.03088583,0.032579142,0.031899557,0.020142356,,0.02678756,0.02678756,3.01E-08,1.23E-25,1.13E-69
4485,0,0.031679788,0.03087136,0.0325639,0.031884551,0.02013247,,0.02677578,0.02677578,3.01E-08,1.21E-25,1.13E-69
4486,0,0.031664933,0.030856901,0.032548668,0.031869556,0.020122592,,0.026764007,0.026764007,0.00000003,1.20E-25,1.13E-69
4487,0,0.031650089,0.030842452,0.032533446,0.031854571,0.02011272,,0.026752243,0.026752243,0.00000003,1.18E-25,1.13E-69
4488,0,0.031635254,0.030828012,0.032518235,0.031839596,0.020102856,,0.026740486,0.026740486,2.99E-08,1.17E-25,1.13E-69
4489,0,0.031620431,0.030813583,0.032503034,0.031824632,0.020092998,,0.026728738,0.026728738,2.99E-08,1.15E-25,1.13E-69
4490,0,0.031605617,0.030799164,0.032487844,0.031809678,0.020083148,,0.026716996,0.026716996,2.99E-08,1.13E-25,1.13E-69
4491,0,0.031590813,0.030784754,0.032472665,0.031794735,0.020073305,,0.026705263,0.026705263,2.98E-08,1.12E-25,1.13E-69
4492,0,0.03157602,0.030770355,0.032457495,0.031779802,0.020063468,,0.026693538,0.026693538,2.98E-08,1.11E-25,1.13E-69
4493,0,0.031561237,0.030755965,0.032442337,0.031764879,0.020053639,,0.02668182,0.02668182,2.97E-08,1.09E-25,1.13E-69
4494,0,0.031546465,0.030741586,0.032427188,0.031749967,0.020043816,,0.02667011,0.02667011,2.97E-08,1.08E-25,1.13E-69
4495,0,0.031531702,0.030727216,0.032412051,0.031735064,0.020034001,,0.026658408,0.026658408,2.96E-08,1.06E-25,1.13E-69
4496,0,0.03151695,0.030712856,0.032396923,0.031720173,0.020024193,,0.026646713,0.026646713,2.96E-08,1.05E-25,1.13E-69
4497,0,0.031502207,0.030698507,0.032381806,0.031705291,0.020014391,,0.026635026,0.026635026,2.95E-08,1.03E-25,1.13E-69
4498,0,0.031487475,0.030684167,0.0323667,0.03169042,0.020004597,,0.026623347,0.026623347,2.95E-08,1.02E-25,1.13E-69
4499,0,0.031472753,0.030669837,0.032351604,0.031675559,0.01999481,,0.026611676,0.026611676,2.95E-08,1.01E-25,1.13E-69
4500,0,0.031458042,0.030655516,0.032336518,0.031660708,0.019985029,,0.026600012,0.026600012,2.94E-08,9.94E-26,1.13E-69
4501,0,0.03144334,0.030641206,0.032321443,0.031645868,0.019975256,,0.026588356,0.026588356,2.94E-08,9.81E-26,1.13E-69
4502,0,0.031428649,0.030626906,0.032306378,0.031631038,0.019965489,,0.026576708,0.026576708,2.93E-08,9.68E-26,1.13E-69
4503,0,0.031413967,0.030612615,0.032291323,0.031616218,0.019955729,,0.026565067,0.026565067,2.93E-08,9.56E-26,1.13E-69
4504,0,0.031399296,0.030598334,0.032276279,0.031601408,0.019945977,,0.026553434,0.026553434,2.92E-08,9.43E-26,1.13E-69
4505,0,0.031384635,0.030584063,0.032261245,0.031586608,0.019936231,,0.026541809,0.026541809,2.92E-08,9.31E-26,1.13E-69
4506,0,0.031369984,0.030569802,0.032246221,0.031571819,0.019926492,,0.026530192,0.026530192,2.91E-08,9.18E-26,1.13E-69
4507,0,0.031355343,0.030555551,0.032231208,0.03155704,0.01991676,,0.026518582,0.026518582,2.91E-08,9.06E-26,1.13E-69
4508,0,0.031340712,0.030541309,0.032216205,0.031542271,0.019907035,,0.026506979,0.026506979,2.91E-08,8.95E-26,1.13E-69
4509,0,0.031326092,0.030527078,0.032201212,0.031527512,0.019897317,,0.026495385,0.026495385,0.000000029,8.83E-26,1.13E-69
4510,0,0.031311481,0.030512856,0.03218623,0.031512764,0.019887606,,0.026483798,0.026483798,0.000000029,8.71E-26,1.13E-69
4511,0,0.03129688,0.030498644,0.032171258,0.031498025,0.019877901,,0.026472219,0.026472219,2.89E-08,8.60E-26,1.13E-69
4512,0,0.03128229,0.030484441,0.032156296,0.031483297,0.019868204,,0.026460647,0.026460647,2.89E-08,8.48E-26,1.13E-69
4513,0,0.031267709,0.030470249,0.032141345,0.031468579,0.019858513,,0.026449083,0.026449083,2.88E-08,8.37E-26,1.13E-69
4514,0,0.031253138,0.030456066,0.032126403,0.031453871,0.01984883,,0.026437526,0.026437526,2.88E-08,8.26E-26,1.13E-69
4515,0,0.031238578,0.030441893,0.032111472,0.031439173,0.019839153,,0.026425977,0.026425977,2.88E-08,8.15E-26,1.13E-69
4516,0,0.031224027,0.030427729,0.032096552,0.031424486,0.019829483,,0.026414436,0.026414436,2.87E-08,8.05E-26,1.13E-69
4517,0,0.031209487,0.030413576,0.032081641,0.031409808,0.01981982,,0.026402903,0.026402903,2.87E-08,7.94E-26,1.13E-69
4518,0,0.031194956,0.030399432,0.032066741,0.031395141,0.019810164,,0.026391376,0.026391376,2.86E-08,7.84E-26,1.13E-69
4519,0,0.031180436,0.030385298,0.032051851,0.031380483,0.019800514,,0.026379858,0.026379858,2.86E-08,7.73E-26,1.13E-69
4520,0,0.031165925,0.030371173,0.032036971,0.031365836,0.019790872,,0.026368347,0.026368347,2.85E-08,7.63E-26,1.13E-69
4521,0,0.031151424,0.030357058,0.032022101,0.031351199,0.019781236,,0.026356844,0.026356844,2.85E-08,7.53E-26,1.13E-69
4522,0,0.031136934,0.030342953,0.032007242,0.031336572,0.019771607,,0.026345348,0.026345348,2.84E-08,7.43E-26,1.13E-69
4523,0,0.031122453,0.030328858,0.031992393,0.031321954,0.019761985,,0.02633386,0.02633386,2.84E-08,7.34E-26,1.13E-69
4524,0,0.031107982,0.030314772,0.031977553,0.031307347,0.019752369,,0.026322379,0.026322379,2.84E-08,7.24E-26,1.13E-69
4525,0,0.031093521,0.030300696,0.031962724,0.03129275,0.019742761,,0.026310906,0.026310906,2.83E-08,7.14E-26,1.13E-69
4526,0,0.03107907,0.030286629,0.031947906,0.031278163,0.019733159,,0.02629944,0.02629944,2.83E-08,7.05E-26,1.13E-69
4527,0,0.031064629,0.030272573,0.031933097,0.031263586,0.019723564,,0.026287982,0.026287982,2.82E-08,6.96E-26,1.13E-69
4528,0,0.031050198,0.030258525,0.031918298,0.031249019,0.019713976,,0.026276532,0.026276532,2.82E-08,6.87E-26,1.13E-69
4529,0,0.031035777,0.030244488,0.03190351,0.031234462,0.019704395,,0.026265089,0.026265089,2.82E-08,6.78E-26,1.13E-69
4530,0,0.031021365,0.03023046,0.031888732,0.031219915,0.01969482,,0.026253653,0.026253653,2.81E-08,6.69E-26,1.13E-69
4531,0,0.031006964,0.030216441,0.031873963,0.031205378,0.019685252,,0.026242225,0.026242225,2.81E-08,6.60E-26,1.13E-69
4532,0,0.030992572,0.030202433,0.031859205,0.031190851,0.019675691,,0.026230805,0.026230805,0.000000028,6.51E-26,1.13E-69
4533,0,0.03097819,0.030188433,0.031844457,0.031176334,0.019666137,,0.026219391,0.026219391,0.000000028,6.43E-26,1.13E-69
4534,0,0.030963818,0.030174444,0.031829719,0.031161827,0.019656589,,0.026207986,0.026207986,2.79E-08,6.34E-26,1.13E-69
4535,0,0.030949456,0.030160464,0.031814991,0.03114733,0.019647048,,0.026196588,0.026196588,2.79E-08,6.26E-26,1.13E-69
4536,0,0.030935104,0.030146493,0.031800274,0.031132843,0.019637514,,0.026185197,0.026185197,2.79E-08,6.18E-26,1.13E-69
4537,0,0.030920761,0.030132532,0.031785566,0.031118366,0.019627987,,0.026173814,0.026173814,2.78E-08,6.10E-26,1.13E-69
4538,0,0.030906428,0.030118581,0.031770868,0.031103898,0.019618466,,0.026162438,0.026162438,2.78E-08,6.02E-26,1.13E-69
4539,0,0.030892105,0.030104639,0.03175618,0.031089441,0.019608952,,0.02615107,0.02615107,2.77E-08,5.94E-26,1.13E-69
4540,0,0.030877792,0.030090707,0.031741503,0.031074993,0.019599445,,0.026139709,0.026139709,2.77E-08,5.86E-26,1.13E-69
4541,0,0.030863489,0.030076784,0.031726835,0.031060555,0.019589944,,0.026128356,0.026128356,2.76E-08,5.78E-26,1.13E-69
4542,0,0.030849195,0.03006287,0.031712177,0.031046128,0.019580451,,0.02611701,0.02611701,2.76E-08,5.71E-26,1.13E-69
4543,0,0.030834912,0.030048967,0.03169753,0.03103171,0.019570963,,0.026105671,0.026105671,2.76E-08,5.63E-26,1.13E-69
4544,0,0.030820638,0.030035072,0.031682892,0.031017302,0.019561483,,0.02609434,0.02609434,2.75E-08,5.56E-26,1.13E-69
4545,0,0.030806373,0.030021187,0.031668264,0.031002904,0.019552009,,0.026083017,0.026083017,2.75E-08,5.48E-26,1.13E-69
4546,0,0.030792119,0.030007312,0.031653647,0.030988515,0.019542542,,0.0260717,0.0260717,2.74E-08,5.41E-26,1.13E-69
4547,0,0.030777874,0.029993446,0.031639039,0.030974137,0.019533082,,0.026060391,0.026060391,2.74E-08,5.34E-26,1.13E-69
4548,0,0.030763639,0.02997959,0.031624441,0.030959768,0.019523628,,0.02604909,0.02604909,2.74E-08,5.27E-26,1.13E-69
4549,0,0.030749413,0.029965743,0.031609853,0.030945409,0.019514181,,0.026037796,0.026037796,2.73E-08,5.20E-26,1.13E-69
4550,1,0.030735198,0.029951905,0.031595275,0.03093106,0.01950474,,0.026026509,0.026026509,2.73E-08,5.13E-26,1.13E-69
4551,0,0.030720992,0.029938077,0.031580707,0.030916721,0.019495306,,0.02601523,0.02601523,2.72E-08,5.07E-26,1.13E-69
4552,0,0.030706795,0.029924258,0.031566149,0.030902391,0.019485879,,0.026003958,0.026003958,2.72E-08,5.00E-26,1.13E-69
4553,0,0.030692609,0.029910449,0.031551601,0.030888072,0.019476458,,0.025992693,0.025992693,2.72E-08,4.93E-26,1.13E-69
4554,0,0.030678432,0.029896649,0.031537063,0.030873762,0.019467044,,0.025981436,0.025981436,2.71E-08,4.87E-26,1.13E-69
4555,0,0.030664264,0.029882859,0.031522534,0.030859462,0.019457637,,0.025970186,0.025970186,2.71E-08,4.80E-26,1.13E-69
4556,0,0.030650107,0.029869078,0.031508016,0.030845171,0.019448236,,0.025958943,0.025958943,0.000000027,4.74E-26,1.13E-69
4557,0,0.030635959,0.029855306,0.031493507,0.030830891,0.019438842,,0.025947708,0.025947708,0.000000027,4.68E-26,1.13E-69
4558,0,0.03062182,0.029841543,0.031479008,0.03081662,0.019429455,,0.02593648,0.02593648,0.000000027,4.62E-26,1.13E-69
4559,0,0.030607691,0.02982779,0.031464519,0.030802359,0.019420074,,0.025925259,0.025925259,2.69E-08,4.56E-26,1.13E-69
4560,0,0.030593572,0.029814047,0.03145004,0.030788107,0.019410699,,0.025914046,0.025914046,2.69E-08,4.50E-26,1.13E-69
4561,0,0.030579463,0.029800313,0.031435571,0.030773866,0.019401331,,0.02590284,0.02590284,2.68E-08,4.44E-26,1.13E-69
4562,0,0.030565363,0.029786588,0.031421111,0.030759634,0.01939197,,0.025891641,0.025891641,2.68E-08,4.38E-26,1.13E-69
4563,0,0.030551272,0.029772872,0.031406662,0.030745411,0.019382615,,0.02588045,0.02588045,2.68E-08,4.32E-26,1.13E-69
4564,0,0.030537191,0.029759166,0.031392222,0.030731199,0.019373267,,0.025869266,0.025869266,2.67E-08,4.27E-26,1.13E-69
4565,0,0.03052312,0.029745469,0.031377792,0.030716996,0.019363926,,0.025858089,0.025858089,2.67E-08,4.21E-26,1.13E-69
4566,0,0.030509059,0.029731781,0.031363372,0.030702803,0.019354591,,0.025846919,0.025846919,2.66E-08,4.15E-26,1.13E-69
4567,0,0.030495006,0.029718103,0.031348961,0.030688619,0.019345262,,0.025835757,0.025835757,2.66E-08,4.10E-26,1.13E-69
4568,0,0.030480964,0.029704434,0.03133456,0.030674445,0.01933594,,0.025824602,0.025824602,2.66E-08,4.05E-26,1.13E-69
4569,0,0.030466931,0.029690774,0.031320169,0.030660281,0.019326625,,0.025813454,0.025813454,2.65E-08,3.99E-26,1.13E-69
4570,0,0.030452907,0.029677123,0.031305788,0.030646126,0.019317316,,0.025802313,0.025802313,2.65E-08,3.94E-26,1.13E-69
4571,0,0.030438893,0.029663482,0.031291417,0.030631981,0.019308014,,0.02579118,0.02579118,2.64E-08,3.89E-26,1.13E-69
4572,0,0.030424889,0.02964985,0.031277055,0.030617846,0.019298718,,0.025780054,0.025780054,2.64E-08,3.84E-26,1.13E-69
4573,0,0.030410894,0.029636227,0.031262703,0.03060372,0.019289429,,0.025768935,0.025768935,2.64E-08,3.79E-26,1.13E-69
4574,0,0.030396908,0.029622614,0.031248361,0.030589604,0.019280146,,0.025757824,0.025757824,2.63E-08,3.74E-26,1.13E-69
4575,0,0.030382932,0.029609009,0.031234029,0.030575497,0.019270869,,0.025746719,0.025746719,2.63E-08,3.69E-26,1.13E-69
4576,0,0.030368966,0.029595414,0.031219706,0.0305614,0.0192616,,0.025735622,0.025735622,2.62E-08,3.64E-26,1.13E-69
4577,0,0.030355009,0.029581828,0.031205393,0.030547313,0.019252336,,0.025724532,0.025724532,2.62E-08,3.59E-26,1.13E-69
4578,0,0.030341061,0.029568252,0.031191089,0.030533235,0.019243079,,0.025713449,0.025713449,2.62E-08,3.55E-26,1.13E-69
4579,0,0.030327123,0.029554684,0.031176795,0.030519166,0.019233829,,0.025702374,0.025702374,2.61E-08,3.50E-26,1.13E-69
4580,0,0.030313195,0.029541126,0.031162511,0.030505108,0.019224585,,0.025691305,0.025691305,2.61E-08,3.45E-26,1.13E-69
4581,0,0.030299275,0.029527577,0.031148237,0.030491058,0.019215347,,0.025680244,0.025680244,0.000000026,3.41E-26,1.13E-69
4582,0,0.030285365,0.029514037,0.031133972,0.030477019,0.019206116,,0.02566919,0.02566919,0.000000026,3.36E-26,1.13E-69
4583,0,0.030271465,0.029500506,0.031119717,0.030462989,0.019196892,,0.025658143,0.025658143,0.000000026,3.32E-26,1.13E-69
4584,0,0.030257574,0.029486984,0.031105471,0.030448968,0.019187674,,0.025647104,0.025647104,2.59E-08,3.27E-26,1.13E-69
4585,0,0.030243692,0.029473472,0.031091236,0.030434957,0.019178462,,0.025636071,0.025636071,2.59E-08,3.23E-26,1.13E-69
4586,0,0.03022982,0.029459969,0.031077009,0.030420955,0.019169257,,0.025625046,0.025625046,2.59E-08,3.19E-26,1.13E-69
4587,0,0.030215957,0.029446474,0.031062793,0.030406963,0.019160058,,0.025614028,0.025614028,2.58E-08,3.15E-26,1.13E-69
4588,0,0.030202104,0.029432989,0.031048586,0.03039298,0.019150865,,0.025603016,0.025603016,2.58E-08,3.11E-26,1.13E-69
4589,0,0.03018826,0.029419513,0.031034388,0.030379007,0.019141679,,0.025592012,0.025592012,2.57E-08,3.07E-26,1.13E-69
4590,0,0.030174425,0.029406047,0.0310202,0.030365043,0.0191325,,0.025581016,0.025581016,2.57E-08,3.03E-26,1.13E-69
4591,0,0.0301606,0.029392589,0.031006022,0.030351089,0.019123327,,0.025570026,0.025570026,2.57E-08,2.99E-26,1.13E-69
4592,0,0.030146784,0.02937914,0.030991853,0.030337144,0.01911416,,0.025559043,0.025559043,2.56E-08,2.95E-26,1.13E-69
4593,0,0.030132977,0.029365701,0.030977694,0.030323209,0.019104999,,0.025548068,0.025548068,2.56E-08,2.91E-26,1.13E-69
4594,0,0.03011918,0.02935227,0.030963544,0.030309283,0.019095845,,0.025537099,0.025537099,2.55E-08,2.87E-26,1.13E-69
4595,0,0.030105392,0.029338849,0.030949404,0.030295366,0.019086698,,0.025526138,0.025526138,2.55E-08,2.83E-26,1.13E-69
4596,0,0.030091613,0.029325436,0.030935274,0.030281459,0.019077556,,0.025515184,0.025515184,2.55E-08,2.79E-26,1.13E-69
4597,0,0.030077844,0.029312033,0.030921153,0.030267562,0.019068421,,0.025504237,0.025504237,2.54E-08,2.76E-26,1.13E-69
4598,0,0.030064084,0.029298639,0.030907041,0.030253673,0.019059293,,0.025493297,0.025493297,2.54E-08,2.72E-26,1.13E-69
4599,0,0.030050333,0.029285253,0.030892939,0.030239794,0.01905017,,0.025482364,0.025482364,2.54E-08,2.69E-26,1.13E-69
4600,0,0.030036591,0.029271877,0.030878847,0.030225925,0.019041055,,0.025471438,0.025471438,2.53E-08,2.65E-26,1.13E-69
4601,0,0.030022859,0.02925851,0.030864764,0.030212065,0.019031945,,0.025460519,0.025460519,2.53E-08,2.62E-26,1.13E-69
4602,0,0.030009136,0.029245152,0.03085069,0.030198214,0.019022842,,0.025449607,0.025449607,2.52E-08,2.58E-26,1.13E-69
4603,0,0.029995422,0.029231802,0.030836626,0.030184372,0.019013745,,0.025438702,0.025438702,2.52E-08,2.55E-26,1.13E-69
4604,0,0.029981717,0.029218462,0.030822571,0.03017054,0.019004654,,0.025427804,0.025427804,2.52E-08,2.51E-26,1.13E-69
4605,0,0.029968022,0.029205131,0.030808526,0.030156718,0.01899557,,0.025416914,0.025416914,2.51E-08,2.48E-26,1.13E-69
4606,0,0.029954336,0.029191809,0.030794491,0.030142904,0.018986492,,0.02540603,0.02540603,2.51E-08,2.45E-26,1.13E-69
4607,0,0.029940659,0.029178496,0.030780464,0.0301291,0.018977421,,0.025395153,0.025395153,2.51E-08,2.42E-26,1.13E-69
4608,0,0.029926991,0.029165191,0.030766447,0.030115305,0.018968355,,0.025384284,0.025384284,0.000000025,2.38E-26,1.13E-69
4609,0,0.029913333,0.029151896,0.03075244,0.03010152,0.018959296,,0.025373421,0.025373421,0.000000025,2.35E-26,1.13E-69
4610,0,0.029899684,0.029138609,0.030738442,0.030087744,0.018950244,,0.025362566,0.025362566,2.49E-08,2.32E-26,1.13E-69
4611,0,0.029886044,0.029125332,0.030724453,0.030073977,0.018941197,,0.025351717,0.025351717,2.49E-08,2.29E-26,1.13E-69
4612,0,0.029872413,0.029112063,0.030710474,0.030060219,0.018932157,,0.025340875,0.025340875,2.49E-08,2.26E-26,1.13E-69
4613,0,0.029858791,0.029098804,0.030696504,0.030046471,0.018923123,,0.025330041,0.025330041,2.48E-08,2.23E-26,1.13E-69
4614,0,0.029845178,0.029085553,0.030682544,0.030032732,0.018914095,,0.025319213,0.025319213,2.48E-08,2.20E-26,1.13E-69
4615,0,0.029831575,0.029072311,0.030668593,0.030019002,0.018905074,,0.025308392,0.025308392,2.48E-08,2.17E-26,1.13E-69
4616,0,0.029817981,0.029059078,0.030654651,0.030005281,0.018896059,,0.025297579,0.025297579,2.47E-08,2.15E-26,1.13E-69
4617,0,0.029804396,0.029045854,0.030640719,0.02999157,0.01888705,,0.025286772,0.025286772,2.47E-08,2.12E-26,1.13E-69
4618,0,0.02979082,0.029032639,0.030626796,0.029977868,0.018878047,,0.025275972,0.025275972,2.47E-08,2.09E-26,1.13E-69
4619,0,0.029777253,0.029019433,0.030612882,0.029964175,0.018869051,,0.025265179,0.025265179,2.46E-08,2.06E-26,1.13E-69
4620,1,0.029763695,0.029006236,0.030598978,0.029950491,0.018860061,,0.025254393,0.025254393,2.46E-08,2.03E-26,1.13E-69
4621,0,0.029750146,0.028993047,0.030585083,0.029936817,0.018851077,,0.025243614,0.025243614,2.45E-08,2.01E-26,1.13E-69
4622,0,0.029736607,0.028979867,0.030571197,0.029923151,0.018842099,,0.025232842,0.025232842,2.45E-08,1.98E-26,1.13E-69
4623,0,0.029723076,0.028966697,0.030557321,0.029909495,0.018833128,,0.025222077,0.025222077,2.45E-08,1.96E-26,1.13E-69
4624,0,0.029709555,0.028953535,0.030543454,0.029895848,0.018824163,,0.025211319,0.025211319,2.44E-08,1.93E-26,1.13E-69
4625,0,0.029696042,0.028940381,0.030529596,0.029882211,0.018815204,,0.025200568,0.025200568,2.44E-08,1.90E-26,1.13E-69
4626,0,0.029682539,0.028927237,0.030515747,0.029868582,0.018806251,,0.025189823,0.025189823,2.44E-08,1.88E-26,1.13E-69
4627,0,0.029669045,0.028914101,0.030501908,0.029854963,0.018797304,,0.025179086,0.025179086,2.43E-08,1.85E-26,1.13E-69
4628,0,0.02965556,0.028900975,0.030488078,0.029841353,0.018788364,,0.025168355,0.025168355,2.43E-08,1.83E-26,1.13E-69
4629,0,0.029642084,0.028887857,0.030474257,0.029827751,0.018779429,,0.025157631,0.025157631,2.43E-08,1.81E-26,1.13E-69
4630,0,0.029628617,0.028874748,0.030460446,0.029814159,0.018770501,,0.025146915,0.025146915,2.42E-08,1.78E-26,1.13E-69
4631,0,0.029615158,0.028861647,0.030446644,0.029800577,0.018761579,,0.025136205,0.025136205,2.42E-08,1.76E-26,1.13E-69
4632,0,0.029601709,0.028848556,0.03043285,0.029787003,0.018752663,,0.025125502,0.025125502,2.41E-08,1.74E-26,1.13E-69
4633,0,0.029588269,0.028835473,0.030419067,0.029773438,0.018743754,,0.025114805,0.025114805,2.41E-08,1.71E-26,1.13E-69
4634,0,0.029574838,0.028822399,0.030405292,0.029759883,0.01873485,,0.025104116,0.025104116,2.41E-08,1.69E-26,1.13E-69
4635,0,0.029561416,0.028809333,0.030391527,0.029746336,0.018725953,,0.025093434,0.025093434,0.000000024,1.67E-26,1.13E-69
4636,0,0.029548003,0.028796277,0.030377771,0.029732799,0.018717062,,0.025082758,0.025082758,0.000000024,1.65E-26,1.13E-69
4637,0,0.029534599,0.028783229,0.030364024,0.029719271,0.018708177,,0.025072089,0.025072089,0.000000024,1.63E-26,1.13E-69
4638,0,0.029521204,0.02877019,0.030350286,0.029705752,0.018699298,,0.025061427,0.025061427,2.39E-08,1.60E-26,1.13E-69
4639,0,0.029507818,0.028757159,0.030336557,0.029692241,0.018690425,,0.025050772,0.025050772,2.39E-08,1.58E-26,1.13E-69
4640,0,0.029494441,0.028744138,0.030322838,0.02967874,0.018681558,,0.025040124,0.025040124,2.39E-08,1.56E-26,1.13E-69
4641,0,0.029481072,0.028731125,0.030309127,0.029665248,0.018672698,,0.025029482,0.025029482,2.38E-08,1.54E-26,1.13E-69
4642,0,0.029467713,0.02871812,0.030295426,0.029651765,0.018663843,,0.025018848,0.025018848,2.38E-08,1.52E-26,1.13E-69
4643,0,0.029454363,0.028705125,0.030281734,0.029638291,0.018654995,,0.02500822,0.02500822,2.38E-08,1.50E-26,1.13E-69
4644,0,0.029441021,0.028692138,0.030268051,0.029624826,0.018646153,,0.024997599,0.024997599,2.37E-08,1.48E-26,1.13E-69
4645,0,0.029427689,0.02867916,0.030254378,0.02961137,0.018637317,,0.024986985,0.024986985,2.37E-08,1.46E-26,1.13E-69
4646,0,0.029414365,0.02866619,0.030240713,0.029597924,0.018628487,,0.024976377,0.024976377,2.37E-08,1.44E-26,1.13E-69
4647,0,0.02940105,0.028653229,0.030227057,0.029584486,0.018619663,,0.024965776,0.024965776,2.36E-08,1.42E-26,1.13E-69
4648,0,0.029387744,0.028640277,0.030213411,0.029571057,0.018610845,,0.024955182,0.024955182,2.36E-08,1.41E-26,1.13E-69
4649,0,0.029374447,0.028627333,0.030199774,0.029557637,0.018602033,,0.024944595,0.024944595,2.36E-08,1.39E-26,1.13E-69
4650,0,0.029361159,0.028614398,0.030186145,0.029544226,0.018593227,,0.024934015,0.024934015,2.35E-08,1.37E-26,1.13E-69
4651,0,0.02934788,0.028601472,0.030172526,0.029530824,0.018584428,,0.024923441,0.024923441,2.35E-08,1.35E-26,1.13E-69
4652,0,0.029334609,0.028588554,0.030158916,0.029517431,0.018575634,,0.024912875,0.024912875,2.34E-08,1.33E-26,1.13E-69
4653,0,0.029321348,0.028575645,0.030145315,0.029504047,0.018566846,,0.024902314,0.024902314,2.34E-08,1.32E-26,1.13E-69
4654,0,0.029308095,0.028562744,0.030131723,0.029490671,0.018558065,,0.024891761,0.024891761,2.34E-08,1.30E-26,1.13E-69
