Degree,Actual,LOMAX,GLM Type-I,GLM Type-II,GLM Type-III,GLM Type-IV,,PowerLaw_Estimated,Pareto_Estimated,Lognornal_Estimated,PowerLaw_Cutoff_Estimated,Exponential_Estimated
1845,0,0.005922904,0.005438808,0.006031538,0.002779963,0.002603251,,0.037187469,0.079293193,0.000170946,7.31E-16,5.63E-52
1846,0,0.0059149,0.005431367,0.006023405,0.002775769,0.002599261,,0.037152061,0.079226344,0.000170528,7.16E-16,5.26E-52
1847,0,0.005906912,0.005423941,0.006015288,0.002771584,0.00259528,,0.037116706,0.079159587,0.000170112,7.02E-16,4.92E-52
1848,0,0.005898938,0.005416529,0.006007186,0.002767408,0.002591307,,0.037081404,0.079092922,0.000169696,6.88E-16,4.59E-52
1849,0,0.00589098,0.005409131,0.0059991,0.00276324,0.002587341,,0.037046154,0.07902635,0.000169282,6.74E-16,4.29E-52
1850,0,0.005883037,0.005401747,0.005991029,0.00275908,0.002583385,,0.037010957,0.07895987,0.000168869,6.60E-16,4.01E-52
1851,0,0.005875108,0.005394378,0.005982972,0.00275493,0.002579436,,0.036975812,0.078893481,0.000168457,6.47E-16,3.75E-52
1852,0,0.005867195,0.005387022,0.005974931,0.002750787,0.002575495,,0.036940719,0.078827184,0.000168046,6.34E-16,3.50E-52
1853,0,0.005859296,0.00537968,0.005966906,0.002746653,0.002571563,,0.036905679,0.078760979,0.000167637,6.21E-16,3.27E-52
1854,0,0.005851413,0.005372352,0.005958895,0.002742528,0.002567639,,0.036870691,0.078694864,0.000167228,6.09E-16,3.06E-52
1855,0,0.005843544,0.005365038,0.005950899,0.00273841,0.002563722,,0.036835755,0.078628841,0.000166821,5.97E-16,2.85E-52
1856,0,0.00583569,0.005357738,0.005942918,0.002734302,0.002559814,,0.036800871,0.078562909,0.000166415,5.85E-16,2.67E-52
1857,0,0.005827851,0.005350452,0.005934953,0.002730201,0.002555914,,0.036766038,0.078497068,0.000166011,5.73E-16,2.49E-52
1858,0,0.005820026,0.00534318,0.005927002,0.002726109,0.002552022,,0.036731257,0.078431317,0.000165607,5.61E-16,2.33E-52
1859,0,0.005812216,0.005335921,0.005919066,0.002722025,0.002548138,,0.036696528,0.078365656,0.000165204,5.50E-16,2.18E-52
1860,0,0.005804421,0.005328676,0.005911145,0.00271795,0.002544262,,0.036661851,0.078300086,0.000164803,5.39E-16,2.03E-52
1861,0,0.00579664,0.005321445,0.005903239,0.002713883,0.002540393,,0.036627224,0.078234606,0.000164403,5.28E-16,1.90E-52
1862,0,0.005788874,0.005314228,0.005895347,0.002709824,0.002536533,,0.036592649,0.078169216,0.000164004,5.17E-16,1.77E-52
1863,0,0.005781123,0.005307024,0.00588747,0.002705773,0.002532681,,0.036558126,0.078103915,0.000163606,5.07E-16,1.66E-52
1864,0,0.005773386,0.005299834,0.005879609,0.002701731,0.002528836,,0.036523653,0.078038704,0.00016321,4.97E-16,1.55E-52
1865,0,0.005765663,0.005292657,0.005871761,0.002697696,0.002525,,0.036489231,0.077973582,0.000162814,4.87E-16,1.45E-52
1866,0,0.005757955,0.005285494,0.005863929,0.00269367,0.002521171,,0.03645486,0.07790855,0.00016242,4.77E-16,1.35E-52
1867,0,0.005750262,0.005278344,0.005856111,0.002689652,0.00251735,,0.03642054,0.077843607,0.000162027,4.67E-16,1.26E-52
1868,0,0.005742582,0.005271208,0.005848307,0.002685643,0.002513537,,0.036386271,0.077778752,0.000161635,4.58E-16,1.18E-52
1869,0,0.005734918,0.005264086,0.005840518,0.002681641,0.002509732,,0.036352052,0.077713986,0.000161244,4.49E-16,1.10E-52
1870,0,0.005727267,0.005256977,0.005832744,0.002677647,0.002505935,,0.036317883,0.077649309,0.000160854,4.40E-16,1.03E-52
1871,0,0.005719631,0.005249881,0.005824984,0.002673662,0.002502145,,0.036283765,0.07758472,0.000160465,4.31E-16,9.62E-53
1872,0,0.005712009,0.005242798,0.005817239,0.002669684,0.002498363,,0.036249697,0.077520219,0.000160078,4.22E-16,8.99E-53
1873,0,0.005704401,0.005235729,0.005809508,0.002665715,0.002494589,,0.03621568,0.077455807,0.000159691,4.14E-16,8.40E-53
1874,0,0.005696807,0.005228673,0.005801791,0.002661753,0.002490822,,0.036181712,0.077391482,0.000159306,4.05E-16,7.85E-53
1875,0,0.005689227,0.005221631,0.005794089,0.0026578,0.002487063,,0.036147794,0.077327245,0.000158921,3.97E-16,7.33E-53
1876,0,0.005681662,0.005214601,0.005786401,0.002653854,0.002483312,,0.036113926,0.077263095,0.000158538,3.89E-16,6.85E-53
1877,0,0.00567411,0.005207585,0.005778727,0.002649917,0.002479568,,0.036080108,0.077199033,0.000158156,3.81E-16,6.40E-53
1878,0,0.005666573,0.005200582,0.005771068,0.002645987,0.002475832,,0.03604634,0.077135058,0.000157775,3.74E-16,5.98E-53
1879,0,0.00565905,0.005193592,0.005763423,0.002642065,0.002472104,,0.036012621,0.07707117,0.000157395,3.66E-16,5.59E-53
1880,0,0.00565154,0.005186615,0.005755791,0.002638151,0.002468383,,0.035978952,0.077007369,0.000157017,3.59E-16,5.22E-53
1881,0,0.005644045,0.005179651,0.005748174,0.002634245,0.00246467,,0.035945332,0.076943654,0.000156639,3.52E-16,4.88E-53
1882,0,0.005636563,0.005172701,0.005740572,0.002630347,0.002460964,,0.035911761,0.076880026,0.000156262,3.45E-16,4.56E-53
1883,0,0.005629095,0.005165763,0.005732983,0.002626457,0.002457266,,0.035878239,0.076816485,0.000155887,3.38E-16,4.26E-53
1884,0,0.005621641,0.005158838,0.005725408,0.002622575,0.002453575,,0.035844767,0.076753029,0.000155512,3.31E-16,3.98E-53
1885,0,0.005614201,0.005151926,0.005717847,0.0026187,0.002449892,,0.035811343,0.07668966,0.000155139,3.24E-16,3.72E-53
1886,0,0.005606775,0.005145027,0.005710301,0.002614833,0.002446216,,0.035777968,0.076626377,0.000154767,3.18E-16,3.47E-53
1887,0,0.005599362,0.005138141,0.005702768,0.002610974,0.002442548,,0.035744642,0.076563179,0.000154395,3.11E-16,3.24E-53
1888,0,0.005591963,0.005131268,0.005695249,0.002607122,0.002438887,,0.035711365,0.076500067,0.000154025,3.05E-16,3.03E-53
1889,0,0.005584578,0.005124408,0.005687744,0.002603278,0.002435234,,0.035678136,0.07643704,0.000153656,2.99E-16,2.83E-53
1890,0,0.005577207,0.00511756,0.005680252,0.002599442,0.002431588,,0.035644956,0.076374099,0.000153288,2.93E-16,2.64E-53
1891,0,0.005569849,0.005110725,0.005672775,0.002595614,0.002427949,,0.035611824,0.076311242,0.000152921,2.87E-16,2.47E-53
1892,0,0.005562504,0.005103903,0.005665311,0.002591793,0.002424318,,0.035578741,0.076248471,0.000152555,2.81E-16,2.31E-53
1893,0,0.005555173,0.005097094,0.005657861,0.00258798,0.002420694,,0.035545705,0.076185784,0.00015219,2.76E-16,2.16E-53
1894,0,0.005547856,0.005090297,0.005650425,0.002584174,0.002417077,,0.035512718,0.076123182,0.000151826,2.70E-16,2.02E-53
1895,0,0.005540552,0.005083513,0.005643003,0.002580377,0.002413468,,0.035479779,0.076060664,0.000151463,2.65E-16,1.88E-53
1896,0,0.005533262,0.005076742,0.005635594,0.002576586,0.002409866,,0.035446887,0.075998231,0.000151101,2.59E-16,1.76E-53
1897,0,0.005525985,0.005069983,0.005628198,0.002572803,0.002406271,,0.035414044,0.075935882,0.00015074,2.54E-16,1.64E-53
1898,0,0.005518721,0.005063236,0.005620817,0.002569028,0.002402683,,0.035381248,0.075873616,0.000150381,2.49E-16,1.54E-53
1899,0,0.005511471,0.005056502,0.005613449,0.00256526,0.002399103,,0.0353485,0.075811435,0.000150022,2.44E-16,1.43E-53
1900,0,0.005504234,0.005049781,0.005606094,0.0025615,0.002395529,,0.035315799,0.075749337,0.000149664,2.39E-16,1.34E-53
1901,0,0.00549701,0.005043072,0.005598753,0.002557747,0.002391963,,0.035283146,0.075687323,0.000149307,2.34E-16,1.25E-53
1902,0,0.0054898,0.005036375,0.005591425,0.002554002,0.002388405,,0.03525054,0.075625392,0.000148952,2.30E-16,1.17E-53
1903,0,0.005482602,0.005029691,0.005584111,0.002550264,0.002384853,,0.035217981,0.075563544,0.000148597,2.25E-16,1.09E-53
1904,0,0.005475418,0.00502302,0.00557681,0.002546534,0.002381308,,0.03518547,0.075501779,0.000148243,2.20E-16,1.02E-53
1905,0,0.005468247,0.00501636,0.005569522,0.002542811,0.002377771,,0.035153005,0.075440097,0.000147891,2.16E-16,9.54E-54
1906,0,0.00546109,0.005009713,0.005562248,0.002539095,0.00237424,,0.035120588,0.075378498,0.000147539,2.12E-16,8.91E-54
1907,0,0.005453945,0.005003078,0.005554987,0.002535387,0.002370717,,0.035088217,0.075316982,0.000147188,2.07E-16,8.33E-54
1908,0,0.005446814,0.004996456,0.005547739,0.002531686,0.002367201,,0.035055893,0.075255547,0.000146838,2.03E-16,7.78E-54
1909,0,0.005439695,0.004989845,0.005540505,0.002527992,0.002363692,,0.035023616,0.075194196,0.00014649,1.99E-16,7.27E-54
1910,0,0.00543259,0.004983247,0.005533284,0.002524306,0.002360189,,0.034991386,0.075132926,0.000146142,1.95E-16,6.79E-54
1911,0,0.005425497,0.004976661,0.005526076,0.002520627,0.002356694,,0.034959202,0.075071738,0.000145795,1.91E-16,6.35E-54
1912,0,0.005418417,0.004970087,0.005518881,0.002516955,0.002353206,,0.034927064,0.075010632,0.000145449,1.87E-16,5.93E-54
1913,0,0.005411351,0.004963525,0.005511699,0.00251329,0.002349725,,0.034894973,0.074949607,0.000145105,1.84E-16,5.54E-54
1914,0,0.005404297,0.004956976,0.00550453,0.002509633,0.002346251,,0.034862928,0.074888665,0.000144761,1.80E-16,5.18E-54
1915,0,0.005397256,0.004950438,0.005497374,0.002505983,0.002342783,,0.034830929,0.074827803,0.000144418,1.76E-16,4.84E-54
1916,0,0.005390228,0.004943912,0.005490232,0.00250234,0.002339323,,0.034798976,0.074767023,0.000144076,1.73E-16,4.52E-54
1917,0,0.005383213,0.004937399,0.005483102,0.002498705,0.002335869,,0.034767069,0.074706323,0.000143735,1.69E-16,4.22E-54
1918,0,0.00537621,0.004930897,0.005475985,0.002495076,0.002332423,,0.034735208,0.074645705,0.000143395,1.66E-16,3.94E-54
1919,0,0.00536922,0.004924407,0.005468881,0.002491455,0.002328983,,0.034703393,0.074585167,0.000143056,1.62E-16,3.68E-54
1920,0,0.005362243,0.004917929,0.00546179,0.002487841,0.00232555,,0.034671623,0.07452471,0.000142718,1.59E-16,3.44E-54
1921,0,0.005355279,0.004911463,0.005454712,0.002484234,0.002322124,,0.034639899,0.074464334,0.000142381,1.56E-16,3.22E-54
1922,0,0.005348327,0.004905009,0.005447647,0.002480634,0.002318705,,0.034608221,0.074404037,0.000142045,1.53E-16,3.00E-54
1923,0,0.005341388,0.004898567,0.005440594,0.002477041,0.002315292,,0.034576588,0.074343821,0.000141709,1.50E-16,2.81E-54
1924,0,0.005334461,0.004892137,0.005433555,0.002473455,0.002311886,,0.034545,0.074283685,0.000141375,1.47E-16,2.62E-54
1925,0,0.005327547,0.004885718,0.005426528,0.002469876,0.002308487,,0.034513458,0.074223629,0.000141042,1.44E-16,2.45E-54
1926,0,0.005320646,0.004879311,0.005419514,0.002466304,0.002305095,,0.034481961,0.074163652,0.000140709,1.41E-16,2.29E-54
1927,0,0.005313757,0.004872916,0.005412512,0.002462739,0.00230171,,0.034450508,0.074103755,0.000140378,1.38E-16,2.14E-54
1928,0,0.00530688,0.004866532,0.005405523,0.002459182,0.002298331,,0.034419101,0.074043937,0.000140047,1.35E-16,2.00E-54
1929,0,0.005300016,0.00486016,0.005398547,0.002455631,0.002294959,,0.034387739,0.073984199,0.000139718,1.33E-16,1.87E-54
1930,0,0.005293165,0.0048538,0.005391583,0.002452087,0.002291594,,0.034356421,0.07392454,0.000139389,1.30E-16,1.74E-54
1931,0,0.005286325,0.004847451,0.005384632,0.00244855,0.002288235,,0.034325149,0.073864959,0.000139061,1.27E-16,1.63E-54
1932,0,0.005279498,0.004841114,0.005377694,0.00244502,0.002284883,,0.03429392,0.073805458,0.000138734,1.25E-16,1.52E-54
1933,0,0.005272684,0.004834788,0.005370768,0.002441497,0.002281537,,0.034262737,0.073746035,0.000138408,1.22E-16,1.42E-54
1934,0,0.005265882,0.004828474,0.005363854,0.002437981,0.002278199,,0.034231598,0.073686691,0.000138083,1.20E-16,1.33E-54
1935,0,0.005259092,0.004822172,0.005356953,0.002434471,0.002274866,,0.034200503,0.073627425,0.000137759,1.17E-16,1.24E-54
1936,0,0.005252314,0.004815881,0.005350064,0.002430969,0.002271541,,0.034169452,0.073568238,0.000137436,1.15E-16,1.16E-54
1937,0,0.005245548,0.004809601,0.005343188,0.002427473,0.002268222,,0.034138446,0.073509128,0.000137114,1.13E-16,1.08E-54
1938,0,0.005238795,0.004803333,0.005336324,0.002423984,0.002264909,,0.034107484,0.073450097,0.000136792,1.10E-16,1.01E-54
1939,0,0.005232054,0.004797076,0.005329472,0.002420502,0.002261603,,0.034076566,0.073391143,0.000136472,1.08E-16,9.46E-55
1940,0,0.005225325,0.00479083,0.005322633,0.002417027,0.002258303,,0.034045692,0.073332267,0.000136152,1.06E-16,8.84E-55
1941,0,0.005218608,0.004784596,0.005315806,0.002413559,0.00225501,,0.034014861,0.073273468,0.000135833,1.04E-16,8.26E-55
1942,0,0.005211903,0.004778373,0.005308991,0.002410097,0.002251724,,0.033984075,0.073214747,0.000135516,1.02E-16,7.72E-55
1943,0,0.00520521,0.004772162,0.005302189,0.002406642,0.002248444,,0.033953332,0.073156103,0.000135199,9.98E-17,7.21E-55
1944,0,0.005198529,0.004765961,0.005295398,0.002403194,0.00224517,,0.033922633,0.073097537,0.000134883,9.78E-17,6.74E-55
1945,0,0.00519186,0.004759772,0.00528862,0.002399752,0.002241903,,0.033891977,0.073039047,0.000134567,9.58E-17,6.29E-55
1946,0,0.005185203,0.004753594,0.005281854,0.002396317,0.002238642,,0.033861365,0.072980634,0.000134253,9.39E-17,5.88E-55
1947,0,0.005178558,0.004747428,0.0052751,0.002392889,0.002235388,,0.033830796,0.072922298,0.00013394,9.20E-17,5.49E-55
1948,0,0.005171925,0.004741272,0.005268358,0.002389467,0.00223214,,0.03380027,0.072864038,0.000133627,9.02E-17,5.13E-55
1949,0,0.005165304,0.004735128,0.005261629,0.002386053,0.002228898,,0.033769788,0.072805855,0.000133315,8.84E-17,4.80E-55
1950,0,0.005158695,0.004728994,0.005254911,0.002382644,0.002225663,,0.033739348,0.072747748,0.000133004,8.66E-17,4.48E-55
1951,0,0.005152097,0.004722872,0.005248205,0.002379243,0.002222434,,0.033708952,0.072689717,0.000132694,8.48E-17,4.19E-55
1952,0,0.005145511,0.004716761,0.005241511,0.002375847,0.002219212,,0.033678599,0.072631762,0.000132385,8.31E-17,3.91E-55
1953,0,0.005138937,0.004710661,0.00523483,0.002372459,0.002215995,,0.033648288,0.072573883,0.000132077,8.15E-17,3.65E-55
1954,0,0.005132375,0.004704572,0.00522816,0.002369077,0.002212785,,0.03361802,0.07251608,0.00013177,7.98E-17,3.41E-55
1955,0,0.005125825,0.004698493,0.005221502,0.002365702,0.002209582,,0.033587795,0.072458352,0.000131463,7.82E-17,3.19E-55
1956,0,0.005119286,0.004692426,0.005214855,0.002362333,0.002206384,,0.033557613,0.0724007,0.000131157,7.66E-17,2.98E-55
1957,0,0.005112759,0.00468637,0.005208221,0.00235897,0.002203193,,0.033527473,0.072343123,0.000130852,7.51E-17,2.78E-55
1958,0,0.005106243,0.004680324,0.005201599,0.002355614,0.002200008,,0.033497376,0.072285621,0.000130548,7.36E-17,2.60E-55
1959,0,0.00509974,0.00467429,0.005194988,0.002352265,0.002196829,,0.03346732,0.072228194,0.000130245,7.21E-17,2.43E-55
1960,0,0.005093247,0.004668266,0.005188389,0.002348922,0.002193657,,0.033437308,0.072170842,0.000129943,7.07E-17,2.27E-55
1961,0,0.005086767,0.004662253,0.005181802,0.002345585,0.00219049,,0.033407337,0.072113565,0.000129641,6.92E-17,2.12E-55
1962,0,0.005080297,0.004656251,0.005175226,0.002342255,0.00218733,,0.033377408,0.072056363,0.000129341,6.79E-17,1.98E-55
1963,0,0.00507384,0.00465026,0.005168662,0.002338932,0.002184176,,0.033347522,0.071999234,0.000129041,6.65E-17,1.85E-55
1964,0,0.005067393,0.004644279,0.00516211,0.002335614,0.002181028,,0.033317677,0.071942181,0.000128742,6.52E-17,1.73E-55
1965,0,0.005060959,0.004638309,0.005155569,0.002332304,0.002177887,,0.033287875,0.071885201,0.000128443,6.38E-17,1.62E-55
1966,0,0.005054535,0.00463235,0.00514904,0.002328999,0.002174751,,0.033258114,0.071828296,0.000128146,6.26E-17,1.51E-55
1967,0,0.005048123,0.004626402,0.005142523,0.002325701,0.002171621,,0.033228395,0.071771465,0.000127849,6.13E-17,1.41E-55
1968,0,0.005041723,0.004620464,0.005136017,0.002322409,0.002168498,,0.033198717,0.071714707,0.000127554,6.01E-17,1.32E-55
1969,0,0.005035334,0.004614536,0.005129523,0.002319124,0.00216538,,0.033169082,0.071658023,0.000127259,5.89E-17,1.23E-55
1970,0,0.005028956,0.00460862,0.00512304,0.002315844,0.002162269,,0.033139487,0.071601413,0.000126965,5.77E-17,1.15E-55
1971,0,0.005022589,0.004602714,0.005116568,0.002312571,0.002159164,,0.033109934,0.071544876,0.000126671,5.65E-17,1.07E-55
1972,0,0.005016234,0.004596818,0.005110108,0.002309305,0.002156064,,0.033080422,0.071488412,0.000126379,5.54E-17,1.00E-55
1973,0,0.00500989,0.004590933,0.00510366,0.002306044,0.002152971,,0.033050952,0.071432021,0.000126087,5.43E-17,9.38E-56
1974,0,0.005003557,0.004585059,0.005097222,0.00230279,0.002149884,,0.033021523,0.071375704,0.000125796,5.32E-17,8.77E-56
1975,0,0.004997235,0.004579195,0.005090797,0.002299542,0.002146802,,0.032992135,0.071319459,0.000125506,5.21E-17,8.19E-56
1976,0,0.004990924,0.004573341,0.005084382,0.002296301,0.002143727,,0.032962787,0.071263288,0.000125217,5.11E-17,7.65E-56
1977,0,0.004984625,0.004567498,0.005077979,0.002293065,0.002140657,,0.032933481,0.071207188,0.000124928,5.00E-17,7.15E-56
1978,0,0.004978337,0.004561665,0.005071587,0.002289836,0.002137594,,0.032904216,0.071151162,0.000124641,4.90E-17,6.68E-56
1979,0,0.00497206,0.004555843,0.005065206,0.002286613,0.002134536,,0.032874991,0.071095207,0.000124354,4.81E-17,6.24E-56
1980,0,0.004965794,0.004550031,0.005058837,0.002283396,0.002131485,,0.032845807,0.071039325,0.000124067,4.71E-17,5.83E-56
1981,0,0.004959538,0.00454423,0.005052479,0.002280185,0.002128439,,0.032816664,0.070983515,0.000123782,4.61E-17,5.45E-56
1982,0,0.004953294,0.004538438,0.005046132,0.00227698,0.002125399,,0.032787561,0.070927777,0.000123497,4.52E-17,5.09E-56
1983,0,0.004947061,0.004532657,0.005039796,0.002273782,0.002122365,,0.032758499,0.070872111,0.000123214,4.43E-17,4.76E-56
1984,0,0.004940839,0.004526886,0.005033471,0.002270589,0.002119337,,0.032729477,0.070816516,0.000122931,4.34E-17,4.44E-56
1985,0,0.004934628,0.004521126,0.005027157,0.002267403,0.002116314,,0.032700496,0.070760994,0.000122648,4.25E-17,4.15E-56
1986,0,0.004928428,0.004515376,0.005020855,0.002264222,0.002113298,,0.032671554,0.070705542,0.000122367,4.17E-17,3.88E-56
1987,0,0.004922239,0.004509636,0.005014563,0.002261048,0.002110287,,0.032642653,0.070650162,0.000122086,4.08E-17,3.62E-56
1988,0,0.00491606,0.004503906,0.005008283,0.00225788,0.002107282,,0.032613792,0.070594853,0.000121806,4.00E-17,3.39E-56
1989,0,0.004909893,0.004498186,0.005002013,0.002254717,0.002104283,,0.032584971,0.070539615,0.000121527,3.92E-17,3.16E-56
1990,0,0.004903736,0.004492476,0.004995755,0.002251561,0.002101289,,0.03255619,0.070484449,0.000121248,3.84E-17,2.95E-56
1991,0,0.00489759,0.004486777,0.004989507,0.002248411,0.002098302,,0.032527449,0.070429353,0.000120971,3.77E-17,2.76E-56
1992,0,0.004891454,0.004481087,0.004983271,0.002245267,0.00209532,,0.032498747,0.070374327,0.000120694,3.69E-17,2.58E-56
1993,0,0.00488533,0.004475408,0.004977045,0.002242128,0.002092344,,0.032470085,0.070319372,0.000120418,3.62E-17,2.41E-56
1994,0,0.004879216,0.004469738,0.00497083,0.002238996,0.002089373,,0.032441463,0.070264488,0.000120142,3.54E-17,2.25E-56
1995,0,0.004873113,0.004464079,0.004964626,0.00223587,0.002086408,,0.032412881,0.070209674,0.000119868,3.47E-17,2.10E-56
1996,0,0.004867021,0.00445843,0.004958433,0.002232749,0.002083449,,0.032384338,0.07015493,0.000119594,3.40E-17,1.97E-56
1997,0,0.004860939,0.00445279,0.004952251,0.002229635,0.002080496,,0.032355834,0.070100257,0.000119321,3.33E-17,1.84E-56
1998,0,0.004854868,0.004447161,0.004946079,0.002226526,0.002077548,,0.03232737,0.070045653,0.000119048,3.27E-17,1.72E-56
1999,0,0.004848807,0.004441541,0.004939918,0.002223423,0.002074606,,0.032298945,0.069991119,0.000118776,3.20E-17,1.60E-56
2000,0,0.004842757,0.004435931,0.004933768,0.002220326,0.002071669,,0.032270559,0.069936655,0.000118505,3.14E-17,1.50E-56
2001,0,0.004836718,0.004430332,0.004927629,0.002217235,0.002068738,,0.032242212,0.06988226,0.000118235,3.07E-17,1.40E-56
2002,0,0.004830689,0.004424742,0.0049215,0.00221415,0.002065813,,0.032213904,0.069827935,0.000117966,3.01E-17,1.31E-56
2003,0,0.004824671,0.004419162,0.004915382,0.002211071,0.002062893,,0.032185636,0.069773679,0.000117697,2.95E-17,1.22E-56
2004,0,0.004818663,0.004413591,0.004909275,0.002207997,0.002059979,,0.032157406,0.069719493,0.000117429,2.89E-17,1.14E-56
2005,0,0.004812666,0.004408031,0.004903178,0.002204929,0.00205707,,0.032129215,0.069665375,0.000117162,2.83E-17,1.07E-56
2006,0,0.004806679,0.00440248,0.004897092,0.002201867,0.002054167,,0.032101062,0.069611326,0.000116895,2.78E-17,9.96E-57
2007,0,0.004800702,0.004396939,0.004891017,0.002198811,0.002051269,,0.032072949,0.069557347,0.000116629,2.72E-17,9.31E-57
2008,0,0.004794736,0.004391408,0.004884952,0.00219576,0.002048377,,0.032044874,0.069503435,0.000116364,2.67E-17,8.69E-57
2009,0,0.00478878,0.004385886,0.004878897,0.002192716,0.002045491,,0.032016837,0.069449593,0.0001161,2.61E-17,8.12E-57
2010,0,0.004782835,0.004380374,0.004872853,0.002189677,0.00204261,,0.031988839,0.069395819,0.000115836,2.56E-17,7.59E-57
2011,0,0.0047769,0.004374872,0.00486682,0.002186643,0.002039734,,0.03196088,0.069342113,0.000115573,2.51E-17,7.09E-57
2012,0,0.004770975,0.00436938,0.004860797,0.002183616,0.002036864,,0.031932959,0.069288476,0.000115311,2.46E-17,6.62E-57
2013,0,0.00476506,0.004363897,0.004854784,0.002180594,0.002033999,,0.031905076,0.069234907,0.000115049,2.41E-17,6.19E-57
2014,0,0.004759156,0.004358423,0.004848782,0.002177577,0.00203114,,0.031877231,0.069181405,0.000114788,2.36E-17,5.78E-57
2015,0,0.004753262,0.004352959,0.00484279,0.002174567,0.002028286,,0.031849424,0.069127972,0.000114528,2.31E-17,5.40E-57
2016,0,0.004747378,0.004347505,0.004836808,0.002171562,0.002025438,,0.031821655,0.069074606,0.000114268,2.27E-17,5.05E-57
2017,0,0.004741504,0.00434206,0.004830837,0.002168563,0.002022595,,0.031793925,0.069021308,0.00011401,2.22E-17,4.72E-57
2018,0,0.004735641,0.004336625,0.004824876,0.002165569,0.002019757,,0.031766232,0.068968078,0.000113752,2.18E-17,4.41E-57
2019,0,0.004729787,0.004331199,0.004818926,0.002162581,0.002016925,,0.031738577,0.068914914,0.000113494,2.13E-17,4.12E-57
2020,0,0.004723944,0.004325783,0.004812986,0.002159598,0.002014098,,0.031710959,0.068861819,0.000113238,2.09E-17,3.85E-57
2021,0,0.004718111,0.004320376,0.004807056,0.002156621,0.002011277,,0.03168338,0.06880879,0.000112982,2.05E-17,3.59E-57
2022,0,0.004712288,0.004314979,0.004801136,0.00215365,0.00200846,,0.031655838,0.068755828,0.000112726,2.01E-17,3.36E-57
2023,0,0.004706475,0.004309591,0.004795226,0.002150684,0.00200565,,0.031628333,0.068702933,0.000112472,1.97E-17,3.14E-57
2024,0,0.004700672,0.004304212,0.004789327,0.002147724,0.002002844,,0.031600867,0.068650105,0.000112218,1.93E-17,2.93E-57
2025,0,0.004694879,0.004298843,0.004783438,0.002144769,0.002000044,,0.031573437,0.068597344,0.000111964,1.89E-17,2.74E-57
2026,0,0.004689096,0.004293483,0.004777558,0.00214182,0.001997249,,0.031546045,0.068544649,0.000111712,1.85E-17,2.56E-57
2027,0,0.004683323,0.004288132,0.004771689,0.002138876,0.001994459,,0.03151869,0.068492021,0.00011146,1.81E-17,2.39E-57
2028,0,0.00467756,0.004282791,0.00476583,0.002135938,0.001991675,,0.031491372,0.068439459,0.000111209,1.78E-17,2.23E-57
2029,0,0.004671806,0.004277459,0.004759982,0.002133005,0.001988896,,0.031464091,0.068386964,0.000110958,1.74E-17,2.09E-57
2030,0,0.004666063,0.004272136,0.004754143,0.002130078,0.001986122,,0.031436848,0.068334534,0.000110708,1.71E-17,1.95E-57
2031,0,0.00466033,0.004266822,0.004748314,0.002127156,0.001983353,,0.031409641,0.06828217,0.000110459,1.67E-17,1.82E-57
2032,0,0.004654606,0.004261518,0.004742495,0.00212424,0.001980589,,0.031382472,0.068229873,0.00011021,1.64E-17,1.70E-57
2033,0,0.004648892,0.004256223,0.004736686,0.002121329,0.001977831,,0.031355339,0.068177641,0.000109963,1.61E-17,1.59E-57
2034,0,0.004643188,0.004250937,0.004730887,0.002118423,0.001975078,,0.031328243,0.068125474,0.000109715,1.57E-17,1.49E-57
2035,0,0.004637494,0.00424566,0.004725098,0.002115523,0.00197233,,0.031301183,0.068073373,0.000109469,1.54E-17,1.39E-57
2036,0,0.00463181,0.004240392,0.004719319,0.002112628,0.001969587,,0.031274161,0.068021338,0.000109223,1.51E-17,1.30E-57
2037,0,0.004626135,0.004235134,0.00471355,0.002109739,0.00196685,,0.031247175,0.067969368,0.000108978,1.48E-17,1.21E-57
2038,0,0.00462047,0.004229884,0.004707791,0.002106855,0.001964117,,0.031220225,0.067917463,0.000108733,1.45E-17,1.13E-57
2039,0,0.004614815,0.004224644,0.004702041,0.002103976,0.00196139,,0.031193312,0.067865623,0.000108489,1.42E-17,1.06E-57
2040,0,0.004609169,0.004219412,0.004696302,0.002101103,0.001958667,,0.031166435,0.067813848,0.000108246,1.39E-17,9.88E-58
2041,0,0.004603533,0.00421419,0.004690572,0.002098235,0.00195595,,0.031139595,0.067762138,0.000108003,1.37E-17,9.23E-58
2042,0,0.004597907,0.004208977,0.004684852,0.002095372,0.001953238,,0.031112791,0.067710493,0.000107761,1.34E-17,8.62E-58
2043,0,0.00459229,0.004203772,0.004679142,0.002092515,0.001950531,,0.031086023,0.067658912,0.00010752,1.31E-17,8.06E-58
2044,0,0.004586683,0.004198577,0.004673441,0.002089663,0.001947829,,0.031059291,0.067607396,0.000107279,1.28E-17,7.53E-58
2045,0,0.004581086,0.00419339,0.00466775,0.002086816,0.001945132,,0.031032595,0.067555944,0.000107039,1.26E-17,7.03E-58
2046,0,0.004575498,0.004188213,0.004662069,0.002083974,0.00194244,,0.031005935,0.067504557,0.0001068,1.23E-17,6.57E-58
2047,0,0.004569919,0.004183044,0.004656398,0.002081138,0.001939754,,0.030979311,0.067453233,0.000106561,1.21E-17,6.14E-58
2048,0,0.00456435,0.004177884,0.004650736,0.002078307,0.001937072,,0.030952723,0.067401974,0.000106323,1.18E-17,5.73E-58
